0	2.846108
1	2.835059
2	2.947385
3	2.956377
4	3.027777
5	3.027777
6	3.027777
7	2.952868
8	3.032675
9	3.103569
10	3.007595
11	3.082505
12	3.197719
13	3.125492
14	3.138400
15	3.023298
16	3.111099
17	3.177212
18	3.089512
19	3.090523
20	3.143060
21	3.095584
22	3.161242
23	3.161242
24	3.275094
25	3.138118
26	3.138118
27	3.138118
28	3.138118
29	3.184792
30	3.100520
31	3.013394
32	3.067136
33	3.148156
34	3.195632
35	3.124232
36	3.195632
37	3.115698
38	3.116611
39	3.195632
40	3.262903
41	3.262903
42	3.196933
43	3.196933
44	3.196933
45	3.196933
46	3.116031
47	3.195632
48	3.195632
49	3.265255
50	3.190510
51	3.118416
52	3.214045
53	3.147491
54	3.088438
55	3.088438
56	3.093560
57	3.093560
58	3.182676
59	3.188692
60	3.243113
61	3.159579
62	3.032144
63	2.959965
64	2.959965
65	2.966885
66	2.948700
67	2.929219
68	2.931443
69	2.931443
70	2.924022
71	2.919762
72	2.836618
73	2.906736
74	2.850831
75	2.784128
76	2.845616
77	2.848280
78	2.901962
79	2.976707
80	2.905723
81	2.883787
82	2.968059
83	3.020611
84	3.015062
85	3.111800
86	3.098949
87	3.037211
88	2.949738
89	2.926923
90	2.926923
91	3.014396
92	3.073944
93	3.141983
94	2.873744
95	2.873744
96	2.950689
97	2.952224
98	2.952224
99	2.882602
100	2.803581
101	2.885484
102	2.899358
103	2.974627
104	3.021522
105	2.959071
106	2.967238
107	2.863881
108	2.875608
109	2.991048
110	2.996291
111	2.967101
112	2.972889
113	2.972889
114	2.972889
115	2.972889
116	2.994599
117	3.107786
118	3.177778
119	3.177778
120	3.166251
121	3.214530
122	3.184829
123	3.109920
124	3.040837
125	3.040837
126	3.040837
127	2.953325
128	2.974016
129	3.048926
130	3.149077
131	3.040492
132	3.117263
133	3.040412
134	3.040412
135	3.033660
136	3.095791
137	3.082982
138	3.082395
139	3.157422
140	3.157422
141	3.218407
142	3.104654
143	3.192416
144	3.112024
145	3.020023
146	3.063842
147	3.130662
148	3.217933
149	3.217933
150	3.298325
151	3.360063
152	3.335885
153	3.207199
154	3.303231
155	3.229253
156	3.069650
157	2.913579
158	2.919457
159	2.906164
160	2.895397
161	2.908181
162	2.869961
163	2.869961
164	2.917437
165	2.919699
166	2.775542
167	2.856169
168	2.937071
169	2.937071
170	2.947379
171	2.859968
172	2.724798
173	2.837872
174	2.921425
175	2.858424
176	2.775492
177	2.789283
178	2.820186
179	2.907597
180	2.835503
181	2.835503
182	2.816352
183	2.829645
184	2.799467
185	2.878939
186	2.929323
187	2.789359
188	2.904825
189	2.800456
190	2.886120
191	2.823732
192	2.823732
193	2.809551
194	2.788048
195	2.637134
196	2.677455
197	2.694506
198	2.694506
199	2.742785
200	2.850906
201	2.850906
202	2.928429
203	2.928429
204	2.936192
205	2.715748
206	2.645759
207	2.634669
208	2.713645
209	2.785436
210	2.785436
211	2.739355
212	2.809344
213	2.762449
214	2.829844
215	2.771320
216	2.788484
217	2.713575
218	2.777315
219	2.710385
220	2.710133
221	2.704597
222	2.704597
223	2.704597
224	2.683483
225	2.740346
226	2.852296
227	2.867868
228	2.784208
229	2.801837
230	2.801837
231	2.816068
232	2.799514
233	2.799514
234	2.868166
235	2.854714
236	2.790005
237	2.800313
238	2.734342
239	2.734342
240	2.799052
241	2.805039
242	2.662402
243	2.596289
244	2.662260
245	2.587135
246	2.592580
247	2.608387
248	2.621659
249	2.621659
250	2.676570
251	2.721321
252	2.736570
253	2.732698
254	2.732698
255	2.733399
256	2.780294
257	2.858413
258	2.808029
259	2.808029
260	2.877112
261	2.891668
262	2.876997
263	2.943110
264	2.917152
265	2.989506
266	2.989506
267	2.989506
268	2.919517
269	2.977024
270	2.994407
271	2.944897
272	2.945750
273	3.015739
274	3.080424
275	3.084353
276	3.136779
277	3.066787
278	3.116796
279	3.047955
280	2.967563
281	2.962018
282	2.962018
283	2.911837
284	2.920829
285	2.799110
286	2.873088
287	2.873289
288	2.894115
289	2.878043
290	2.878043
291	2.881913
292	2.957381
293	3.013129
294	3.002039
295	2.999400
296	3.062438
297	2.987528
298	2.859009
299	2.861431
300	2.926895
301	2.877587
302	2.798566
303	2.833783
304	2.664052
305	2.763964
306	2.763051
307	2.840762
308	2.874427
309	2.928109
310	2.951588
311	2.951877
312	2.951877
313	2.951877
314	2.889446
315	2.967565
316	2.888590
317	2.897881
318	2.733790
319	2.811909
320	2.870045
321	2.870045
322	2.870045
323	2.859165
324	2.840980
325	2.864347
326	2.847406
327	2.832905
328	2.911881
329	2.911881
330	2.933181
331	2.980076
332	2.926394
333	2.806673
334	2.806673
335	2.888473
336	2.890219
337	2.890219
338	2.804665
339	2.891413
340	2.897770
341	2.864536
342	2.941386
343	2.853874
344	2.831292
345	2.928318
346	2.865316
347	2.942076
348	2.947381
349	2.947381
350	2.885528
351	2.958611
352	2.921859
353	2.983348
354	2.999763
355	3.050684
356	3.138033
357	3.226199
358	3.254885
359	3.199137
360	3.217395
361	3.304177
362	3.304177
363	3.276981
364	3.262209
365	3.322817
366	3.388281
367	3.375144
368	3.451747
369	3.378301
370	3.378301
371	3.434049
372	3.434049
373	3.351118
374	3.292593
375	3.292593
376	3.304223
377	3.304223
378	3.317165
379	3.317165
380	3.317165
381	3.161030
382	3.019081
383	3.095851
384	3.162025
385	3.153149
386	3.226595
387	3.098030
388	2.975457
389	2.975457
390	2.940132
391	3.004841
392	3.010291
393	2.934140
394	3.010460
395	3.031251
396	3.031251
397	3.102907
398	3.106526
399	3.053989
400	3.159078
401	3.159078
402	3.231472
403	3.231472
404	3.164331
405	3.168374
406	3.005745
407	3.013375
408	3.065006
409	3.065006
410	3.094284
411	3.008769
412	2.900571
413	2.757293
414	2.834816
415	2.944628
416	2.879164
417	2.863013
418	2.878022
419	2.966188
420	2.966188
421	2.948031
422	2.948031
423	2.958456
424	2.958657
425	2.956296
426	3.037912
427	3.045906
428	2.977473
429	3.064985
430	2.947816
431	2.997497
432	2.997497
433	2.997497
434	2.932033
435	2.930836
436	2.946197
437	2.946197
438	3.025472
439	3.104292
440	3.104292
441	3.175276
442	3.088005
443	3.155279
444	3.155279
445	3.170728
446	3.223712
447	3.128634
448	3.051864
449	3.065931
450	3.083126
451	2.925081
452	2.993723
453	3.028514
454	2.891441
455	2.978711
456	3.041414
457	3.041414
